"Recalls, Market Withdrawals, & Safety Alerts | FDA",,,,,
Date,Brand Name(s),Product Description,Product Type,Recall Reason Description,Company Name
09/12/2019,Ritter Sport,Ritter Sport -KAFFEESPLITTER,"Food & Beverages, Meal Replacements",Undeclared milk,Stark Group International
08/27/2019,Pedia Smart,Soy vanilla beverage mix,"Food & Beverages, Meal Replacements",Undeclared milk,Nature’s One
07/11/2019,PROBAR,Multiple flavors of Meal Bars,"Food & Beverages, Meal Replacements",Undeclared Milk and Soy,PROBAR
03/01/2019,Sunstone Organics,White Vein Kratom and Maeng Da Kratom,"Food & Beverages, Meal Replacements",Potential Contamination by Salmonella,Sunstone Organics
02/08/2018,Herbalife,Protein Bar,"Food & Beverages, Meal Replacements",Undeclared Fish Allergen,Herbalife International of America
07/17/2019,Northfork Bison Distributions Inc,Bison Burgers & Bison Ground,"Food & Beverages, Meat/Meat Products & Poultry",Has the potential to be contaminated with E. coli: O121 and O103,Northfork Bison Distributions Inc
03/11/2020,"Achdut, Baron's, S&F, Pepperwood and others",Tahini,"Food & Beverages, Meat/Meat Products & Poultry, Poultry/Poultry Product, Foodborne Illness",Potential Contamination by Salmonella,Achdut LTD.
01/04/2019,Shamrock Farms,2% Reduced Fat Vanilla Half Gallon Milk,"Food & Beverages, Milk/Milk Product",Undeclared Almonds,Shamrock Farms
02/10/2020,Blendtopia,Frozen smoothie products,"Food & Beverages, Milk/Milk Product, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Blendtopia Products, LLC"
03/04/2019,Bachman,Twist Pretzels,"Food & Beverages, Milk/Milk Product, Snack Food Item",Undeclared Milk,"UTZ Quality Foods, Inc."
11/02/2018,Barcelona,roasted and salted in shell pistachios,"Food & Beverages, Nuts & Nut Products",Potential to be contaminated with Salmonella,Barcelona
06/12/2020,Now Real Food,Raw Macadamia Nuts,"Food & Beverages, Nuts & Nut Products, Foodborne Illness",Potential Salmonella contamination,"NOW Health Group, Inc."
07/16/2019,"Bucee’s, Fresh Thyme, Harris Teeter, other",hummus products,"Food & Beverages, Organic Food / Home Grown",Due to potential Listeria monocytogenes,"Pita Pal Foods, LP"
03/10/2020,Inspired Organics,"Organic almond butter, Organic Peanut Butter, Organic Tahini Butter","Food & Beverages, Organic Food / Home Grown, Peanut Butter, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Inspired Organics, LLC"
10/04/2018,Ukrop's,"Biscuits, rolls, salads and subs manufactured using recalled ham ingredient","Food & Beverages, Pork/Pork Product",Potential for Contamination with Listeria monocytogenes,Ukrop's
12/28/2019,Cece’s® Veggie Co.,Veggie Ramen with Chicken Broth,"Food & Beverages, Prepared Food",Product has the potential to be contaminated with Listeria monocytogenes,Veggie Noodle Co.
12/26/2019,Pro2Snax To The Max,Snack kits containing hard boiled eggs,"Food & Beverages, Prepared Food",Product has the potential to be contaminated with Listeria monocytogenes,Reichel Foods Inc.
12/24/2019,Dierbergs Kitchen,Salads and Remoulade,"Food & Beverages, Prepared Food",Product has the potential to be contaminated with Listeria monocytogenes,Dierbergs Markets
12/24/2019,Great American Deli,Egg salad sandwiches,"Food & Beverages, Prepared Food",Product has the potential to be contaminated with Listeria monocytogenes,Great American Deli
10/08/2019,Premo and Fresh Grab,Ham and cheese wedge sandwiches,"Food & Beverages, Prepared Food",Potential contamination with Listeria monocytogenes,Lipari Foods
10/04/2019,Lunch Box; Fresh and Local,Chicken salad sandwiches,"Food & Beverages, Prepared Food",Potential contamination with Listeria monocytogenes,Grand Strand Sandwich Company
10/02/2019,"Lipari Old Tyme, Premo, Fresh Grab, Premo Signature",Chicken Salad and Chicken Salad Sandwiches,"Food & Beverages, Prepared Food",Potential contamination of Listeria monocytogenes,Lipari Foods
10/02/2019,Coborn’s,"Chicken containing products including sandwiches, pastas, salads, spread","Food & Beverages, Prepared Food",Potential contamination with Listeria monocytogenes,"Coborn's, Inc."
10/02/2019,"Deli Express, Market Sandwich, Market Artisan, more",Sandwiches,"Food & Beverages, Prepared Food",Potential contamination with Listeria monocytogenes,E.A. Sween Company
09/18/2019,Schwartz Brothers Bakery,Lemon Dessert Bars,"Food & Beverages, Prepared Food",Undeclared Egg,Schwartz Brothers Bakery
09/13/2019,Urban Remedy,Salads and Wraps,"Food & Beverages, Prepared Food",may be contaminated with E. coli,Urban Remedy
09/11/2019,Hy-Vee,Mealtime Asian Entrees,"Food & Beverages, Prepared Food",Undeclared milk,Hy-Vee
07/19/2019,"Archer Farms, Freskët","egg salad, tuna salad, Thai lobster salad, and deviled egg sandwiches","Food & Beverages, Prepared Food",Due to possible contamination with Listeria monocytogenes,"Elevation Foods, LLC"
05/15/2019,"GHSW, LLC","Salads, wraps and salad bar trays","Food & Beverages, Prepared Food",Undeclared Soy,"GHSW, LLC"
05/02/2019,Taylor Farms,Coleslaw Kits,"Food & Beverages, Prepared Food",Undeclared Milk,"Taylor Farms Retail, Inc."
04/10/2019,Corner Store Market,"Ready to Eat Sandwiches, Wraps, and Salads","Food & Beverages, Prepared Food",Potential to be contaminated with Listeria monocytogenes,Great American Marketing Company
02/15/2019,Jansal Valley,Dukkah 2.5oz,"Food & Beverages, Prepared Food",Due to Potential Glass Pieces,Sid Wainer and Son
11/09/2018,Hy-Vee,"Fire Roasted Tomato, Spinach Twice Baked Potato","Food & Beverages, Prepared Food",Possible contamination with Salmonella and Listeria monocytogenes,Hy-Vee
03/10/2020,"Eat Smart, Salad Shake Ups",Salads,"Food & Beverages, Prepared Food, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Apio, Inc."
01/23/2020,"Morrison’s, Savannah Classics, Piccadilly",Cornbread Dressing and Bread Stuffing,"Food & Beverages, Prepared Food, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Savannah Food Company, Inc."
01/22/2020,"Premo, Fresh Grab",Sandwiches,"Food & Beverages, Prepared Food, Foodborne Illness",Due to potential contamination of Listeria monocytogenes,Lipari Foods
12/23/2019,Trader Joe’s,Egg salad and potato salad,"Food & Beverages, Prepared Food, Foodborne Illness",Product has the potential to be contaminated with Listeria monocytogenes,Bakkavor Foods USA
12/06/2019,White Castle,Frozen Cheeseburger and hamburger sliders,"Food & Beverages, Prepared Food, Foodborne Illness",Potential Listeria monocytogenes contamination,White Castle Frozen Food Division
07/16/2019,Shirakiku,Fish cake products,"Food & Beverages, Prepared Food, Seafood/Seafood Product","Undeclared allergens, (Milk, Egg and Crustacean shellfish)","Wismettac Asian Foods, Inc."
06/29/2020,Hy-Vee,"Chopped Salad Kit, Shredded Iceberg and more","Food & Beverages, Produce",Possible Cyclospora Contamination,Hy-Vee Inc.
03/08/2019,Fullei Fresh,Organic Bean Sprouts,"Food & Beverages, Produce",Potential to be contaminated with Listeria monocytogenes,Fullei Fresh
02/01/2019,Satur Farms,Baby Spinach and Mesclun,"Food & Beverages, Produce",Potential Contamination by Salmonella,Satur Farms
02/08/2018,Peak; Harris Teeter Farmer's Market,Spinach,"Food & Beverages, Produce",Listeria,"The Horton Fruit Co., Inc."
08/19/2020,Hello Fresh,Onions,"Food & Beverages, Produce, Foodborne Illness",Potential Salmonella Contamination,HelloFresh
03/16/2020,Pictsweet Farms,Asparagus Spears,"Food & Beverages, Produce, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,The Pictsweet Company
03/10/2020,Adam Bros. Family Farms,"Red leaf lettuce, green leaf lettuce, and cauliflower","Food & Beverages, Produce, Foodborne Illness",May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7).,"Adam Bros. Farming, Inc."
08/09/2019,Dole,Baby Spinach,"Food & Beverages, Produce, Vegetable Products",Potential Salmonella contamination,"Dole Fresh Vegetables, Inc."
07/01/2019,"Green Giant Fresh, Growers Express, Signature Farms, Trader Joe’s","Butternut squash, cauliflower, zucchini, and butternut squash based veggie bowl products","Food & Beverages, Produce, Vegetable Products",Listeria monocytogenes,Growers Express
06/17/2019,Sprouts Farmers Market,Frozen Cut Leaf Spinach,"Food & Beverages, Produce, Vegetable Products",Listeria monocytogenes,Sprouts Farmers Market
04/29/2019,ChloroFields,Micro-Greens Asian Mix,"Food & Beverages, Produce, Vegetable Products",Potential Contamination by Salmonella,ChloroFields
06/17/2019,Mai sushi my way,"Spicy shrimp tempura crunch roll, Spicy shrimp tempura roll","Food & Beverages, Seafood/Seafood Product, Shellfish",Undeclared eggs,Mai Cuisine Inc.
05/24/2019,Karawan,Tahini,"Food & Beverages, Seeds",Potential for Salmonella,Brodt Zenatti Holding LLC
06/29/2020,Garlic Shrimp Poke,Garlic Shrimp Poke,"Food & Beverages, Shellfish",Potential to be contaminated with Listeria monocytogenes,Norpac Fisheries Export
10/10/2019,Schwan’s,Garlic Herb Shrimp,"Food & Beverages, Shellfish",Undeclared milk and soy,Fisherman’s Pride Processors Inc
08/12/2020,"AQUA STAR RESERVE, CENSEA, FRESH MARKET, and Others","Frozen cooked, peeled and deveined, tail on shrimp","Food & Beverages, Shellfish, Foodborne Illness",Potential for Salmonella,Kader Exports pvt. ltd
10/22/2020,TROPIQUE,ASSORTED FRUIT JELLY BAG & JELLY ANIMAL JAR,"Food & Beverages, Snack Food Item",Potential Choking Hazard,COMERCIAL MEXICANA INNTERNATONAL INC
10/09/2020,Back to Nature,Organic Rosemary & Olive Oil Stoneground Wheat Crackers,"Food & Beverages, Snack Food Item",Undeclared peanut,B&G Foods
07/18/2020,Giant Eagle,Dried Fruit Mix,"Food & Beverages, Snack Food Item",Dried Fruit Mix,"Giant Eagle, Inc."
07/16/2020,Happy Colon,Shortbread Cookie & Chocolate Chip Cookie,"Food & Beverages, Snack Food Item",Undeclared Milk,"Happy Colon Foods, LLC"
09/25/2019,Trail’s End,Trail’s End Chocolatey Caramel Crunch,"Food & Beverages, Snack Food Item","Contain almonds, cashews and pecans","Weaver Fundraising, LLC"
09/17/2019,Southeastern Grocers,Peanut Butter Cookies,"Food & Beverages, Snack Food Item",Undeclared peanuts,Southeastern Grocers
06/14/2019,Lay’s,Potato Chips,"Food & Beverages, Snack Food Item",Reason/Problem Undeclared Milk,Frito-Lay North America
05/30/2019,Deep Foods Inc.,Deep Golden Raisins,"Food & Beverages, Snack Food Item",Undeclared Sulfites,Deep Foods Inc.
05/20/2019,Specially Selected,Paleo Maple Almond Granola,"Food & Beverages, Snack Food Item",Potential Presence of Foreign Material,ALDI
05/02/2019,Biohealth,Precision Blend Time Release Protein Cookies and Cream,"Food & Beverages, Snack Food Item",Undeclared wheat,Biohealth Nutrition
03/21/2019,Better Made,Original Potato Chips,"Food & Beverages, Snack Food Item",Undeclared Milk,Better Made Snack Foods
02/04/2019,Whole Foods Market,Hipster Chipster Cookies,"Food & Beverages, Snack Food Item","Undeclared Walnut, Milk and Eggs",Whole Foods Market
01/04/2019,Clancy’s,Wavy Potato Chips,"Food & Beverages, Snack Food Item",Undeclared Milk,Olde York Potato Chips
10/24/2018,Weis,Chocolate Whoopie Pie,"Food & Beverages, Snack Food Item",Undeclared Peanuts,Shirley's Cookie Company
01/08/2020,Fresh Location,Protein snack tray and protein trail mix,"Food & Beverages, Snack Food Item, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Fresh Location
12/08/2019,Tailor Cut Produce,Fruit Luau,"Food & Beverages, Snack Food Item, Foodborne Illness",Potential to be contaminated with Salmonella,Tailor Cut Produce
01/07/2019,Lunch Box,Italian Sub and Ham & Cheese Sandwiches and Ham & Swiss Croissants,"Food & Beverages, Snack Food Item, Foodborne Illness",Listeria,Grand Strand Sandwich Company
11/13/2019,Marketside,Marketside Brand Creamy Cauliflower Parmesan Soup,"Food & Beverages, Soup",Undeclared fish and wheat,Kettle Cuisine
09/11/2019,MDH,MDH SAMBAR MASALA,"Food & Beverages, Soup",Salmonella,House Of Spices India
02/13/2019,Ottogi,JIN JJAMBBONG’ and Jin Ramen,"Food & Beverages, Soup",Undeclared Egg,"Ottogi America, Inc"
07/09/2020,Sundial,Herbal Products/Dietary Supplements,"Food & Beverages, Spices, Flavors &  Salts",Misbranding & Unapproved New Drugs,Sundial Herbal Products
03/17/2020,Baraka,Curry powder,"Food & Beverages, Spices, Flavors &  Salts",Due to Lead,"UBC Food Distributors, Inc"
08/29/2019,Balquis,Spice,"Food & Beverages, Spices, Flavors &  Salts",Excessive levels of lead,Makzemo LLC
07/22/2019,Mountain Rose Herbs,Whole Fennel Seed,"Food & Beverages, Spices, Flavors &  Salts",Potential to be contaminated with Salmonella,Mountain Rose Herbs
05/03/2019,Baraka,Curry powder,"Food & Beverages, Spices, Flavors &  Salts",Due to Lead,"UBC Food Distributors, Inc"
05/21/2020,Radhuni,Curry Powder,"Food & Beverages, Spices, Flavors &  Salts, Foodborne Illness",Salmonella,"New Hoque and Sons, Inc."
05/11/2020,Wild Harvest,Organic Fresh Basil,"Food & Beverages, Vegetable Products",Contaminated by Cyclospora cayetanensis,"United Natural Foods, Inc."
03/17/2020,Ukrops,Baked Potatoes with Cheddar Cheese and Bacon,"Food & Beverages, Vegetable Products","Undeclared eggs, cheese, bacon",Ukrops Homestyle Foods
03/10/2020,Eat Smart,Salad Shake Ups several flavors,"Food & Beverages, Vegetable Products",Potential to be contaminated with Listeria monocytogenes,Apio Inc.
12/27/2019,Sprout Unlimited,Clover Sprouts,"Food & Beverages, Vegetable Products",May be contaminated with Escherichia coli O103 bacteria,Sprouts Unlimited
11/05/2019,Wegmans,Vegetable blends served at self-serve cold bar,"Food & Beverages, Vegetable Products",Listeria monocytogenes,Wegmans
11/05/2019,No Brand name Listed on Package,Stir Fry Blends,"Food & Beverages, Vegetable Products",Listeria moncytogenes,"GHNW, LLC"
03/04/2019,Marketside,Green Beans and Butternut Squash,"Food & Beverages, Vegetable Products",Potential to be contaminated with Listeria monocytogenes,Southern Specialties Inc
06/23/2020,Little Salad Bar,Garden Salad,"Food & Beverages, Vegetable Products, Foodborne Illness",Possible Cyclospora Contamination,ALDI
01/24/2019,Whole Foods Market,"Pizza, sandwiches, wraps, etc.","Food & Beverages, Vegetable Products, Vegetable Protein Product",Salmonella.,Whole Foods Market
03/10/2020,WEGMANS,"Fresh Cauliflower Rice, Veggie Cauliflower Rice Blend and Stir-Fry Mix with Cauliflower","Food & Beverages, Vegetable Products, Vegetable Protein Product, Foodborne Illness",May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7),Wegmans Food Market Inc.
12/05/2018,Light & Fit,Greek Crunch S'mores Nonfat Yogurt,"Food & Beverages, Yogurt/Yogurt Product",Undeclared peanuts,Danone North America
